transactions_id,sale_date,sale_time,customer_id,gender,category,quantiy,price_per_unit,total_sale
1560,13-11-2022,17:16:00,91,Female,Electronics,1,50,50
1944,18-07-2023,21:08:00,63,Male,Clothing,2,25,50
481,13-07-2023,17:12:00,48,Female,Electronics,4,300,1200
867,24-07-2022,22:40:00,152,Male,Electronics,1,500,500
882,22-10-2023,21:41:00,144,Female,Electronics,2,25,50
961,22-03-2023,22:36:00,86,Male,Beauty,4,50,200
1481,09-11-2023,17:22:00,20,Female,Electronics,4,300,1200
1867,16-05-2023,19:55:00,144,Male,Electronics,1,500,500
1882,21-06-2023,20:56:00,15,Female,Electronics,2,25,50
1961,15-05-2022,21:17:00,95,Male,Beauty,4,50,200
187,20-02-2022,20:19:00,88,Female,Clothing,2,50,100
446,02-11-2022,19:57:00,104,Male,Electronics,1,50,50
1187,07-07-2023,17:05:00,52,Female,Clothing,2,50,100
1446,23-01-2022,18:55:00,155,Male,Electronics,1,50,50
539,30-11-2023,18:13:00,135,Male,Beauty,1,500,500
587,04-09-2023,19:00:00,91,Female,Beauty,4,300,1200
1539,06-12-2022,21:52:00,96,Male,Beauty,1,500,500
1587,05-11-2022,20:06:00,140,Female,Beauty,4,300,1200
212,12-10-2023,18:13:00,105,Male,Clothing,3,500,1500
765,16-10-2022,19:03:00,77,Male,Clothing,4,50,200
769,09-09-2022,18:57:00,18,Female,Electronics,4,30,120
1212,16-03-2022,18:05:00,142,Male,Clothing,3,500,1500
1765,18-10-2022,22:49:00,13,Male,Clothing,4,50,200
1769,08-10-2023,22:50:00,116,Female,Electronics,4,30,120
321,24-09-2023,19:53:00,30,Female,Electronics,2,25,50
356,27-08-2023,18:35:00,71,Male,Electronics,3,500,1500
510,29-05-2023,17:04:00,14,Female,Beauty,4,50,200
534,27-04-2023,22:30:00,112,Male,Clothing,2,500,1000
1321,23-04-2023,22:54:00,155,Female,Electronics,2,25,50
1356,18-12-2023,21:31:00,11,Male,Electronics,3,500,1500
1510,20-11-2022,18:21:00,124,Female,Beauty,4,50,200
1534,13-06-2022,19:44:00,72,Male,Clothing,2,500,1000
104,09-06-2022,22:58:00,129,Female,Beauty,2,500,1000
110,18-11-2022,17:28:00,149,Male,Clothing,3,300,900
352,28-07-2023,17:55:00,54,Male,Electronics,2,500,1000
365,23-02-2023,22:12:00,151,Male,Clothing,1,300,300
887,24-02-2022,19:20:00,44,Male,Clothing,4,25,100
1104,11-07-2022,20:13:00,70,Female,Beauty,2,500,1000
1110,26-10-2022,19:14:00,62,Male,Clothing,3,300,900
1352,19-10-2023,17:40:00,14,Male,Electronics,2,500,1000
1365,08-11-2023,20:22:00,18,Male,Clothing,1,300,300
1887,11-12-2023,19:34:00,113,Male,Clothing,4,25,100
629,05-01-2023,19:55:00,39,Male,Electronics,2,25,50
1629,17-02-2022,20:18:00,144,Male,Electronics,2,25,50
655,31-10-2022,18:43:00,19,Female,Clothing,1,500,500
1655,28-05-2023,17:57:00,8,Female,Clothing,1,500,500
567,08-05-2023,19:53:00,5,Female,Clothing,3,300,900
1567,07-04-2023,17:10:00,76,Female,Clothing,3,300,900
182,21-06-2023,19:27:00,27,Male,Beauty,4,30,120
819,15-08-2023,21:59:00,111,Female,Beauty,2,50,100
1182,03-01-2023,21:26:00,14,Male,Beauty,4,30,120
1819,05-11-2022,20:44:00,83,Female,Beauty,2,50,100
100,08-02-2022,19:34:00,21,Male,Electronics,1,30,30
833,09-05-2023,18:39:00,85,Male,Beauty,4,50,200
1100,20-01-2023,18:15:00,136,Male,Electronics,1,30,30
1833,30-01-2022,17:20:00,56,Male,Beauty,4,50,200
542,01-06-2023,18:41:00,50,Female,Beauty,1,50,50
723,14-07-2022,21:57:00,120,Female,Beauty,4,50,200
726,05-06-2022,19:37:00,72,Male,Clothing,4,300,1200
1542,17-05-2023,20:30:00,147,Female,Beauty,1,50,50
1723,10-02-2022,17:43:00,40,Female,Beauty,4,50,200
1726,26-06-2023,18:12:00,13,Male,Clothing,4,300,1200
488,05-07-2022,17:28:00,26,Female,Electronics,3,300,900
1488,12-11-2022,19:24:00,9,Female,Electronics,3,300,900
239,19-09-2022,19:34:00,1,Male,Electronics,3,500,1500
498,22-03-2022,22:20:00,41,Female,Clothing,4,25,100
532,15-08-2022,18:04:00,92,Female,Clothing,4,30,120
669,23-01-2022,20:24:00,110,Male,Beauty,4,300,1200
877,01-10-2022,19:52:00,134,Female,Clothing,1,25,25
1239,08-07-2022,20:42:00,134,Male,Electronics,3,500,1500
1498,29-08-2022,17:08:00,51,Female,Clothing,4,25,100
1532,23-03-2022,22:48:00,51,Female,Clothing,4,30,120
1669,04-08-2022,22:28:00,83,Male,Beauty,4,300,1200
1877,25-01-2023,20:19:00,72,Female,Clothing,1,25,25
422,21-08-2022,22:34:00,67,Female,Clothing,3,30,90
466,11-01-2023,21:52:00,66,Male,Electronics,4,25,100
1422,07-05-2022,20:41:00,35,Female,Clothing,3,30,90
1466,16-01-2023,22:27:00,64,Male,Electronics,4,25,100
583,28-01-2022,19:44:00,131,Female,Electronics,4,25,100
654,14-08-2023,17:40:00,92,Male,Clothing,3,25,75
1583,12-11-2023,22:54:00,102,Female,Electronics,4,25,100
1654,13-10-2023,20:47:00,111,Male,Clothing,3,25,75
40,07-06-2022,21:33:00,78,Male,Beauty,1,50,50
699,21-11-2022,22:21:00,129,Female,Clothing,4,30,120
727,15-11-2023,18:37:00,32,Male,Beauty,3,300,900
830,29-09-2022,20:19:00,77,Female,Clothing,3,50,150
1040,12-12-2023,21:24:00,112,Male,Beauty,1,50,50
1699,29-07-2023,21:45:00,23,Female,Clothing,4,30,120
1727,08-08-2023,21:06:00,72,Male,Beauty,3,300,900
1830,04-03-2023,18:04:00,87,Female,Clothing,3,50,150
224,11-11-2022,21:32:00,99,Female,Clothing,1,50,50
271,12-09-2023,18:23:00,44,Female,Beauty,4,30,120
1224,20-01-2022,17:10:00,103,Female,Clothing,1,50,50
1271,19-01-2022,19:31:00,27,Female,Beauty,4,30,120
36,22-02-2023,22:06:00,40,Male,Beauty,3,300,900
157,15-05-2022,21:59:00,98,Male,Electronics,4,500,2000
796,01-10-2022,19:50:00,38,Male,Beauty,4,30,120
839,11-11-2023,21:02:00,130,Female,Electronics,4,300,1200
927,21-02-2022,17:13:00,83,Male,Electronics,4,500,2000
1036,17-08-2022,18:03:00,121,Male,Beauty,3,300,900
1157,23-12-2022,21:24:00,81,Male,Electronics,4,500,2000
1796,12-11-2023,18:36:00,69,Male,Beauty,4,30,120
1839,28-08-2022,21:57:00,92,Female,Electronics,4,300,1200
1927,06-09-2023,19:44:00,46,Male,Electronics,4,500,2000
407,16-07-2022,22:17:00,117,Female,Electronics,3,300,900
1407,10-04-2022,19:41:00,54,Female,Electronics,3,300,900
46,08-11-2022,17:50:00,54,Female,Electronics,4,300,1200
509,10-07-2023,19:35:00,70,Female,Electronics,3,300,900
874,17-01-2022,18:14:00,90,Male,Beauty,1,30,30
1046,21-07-2023,21:47:00,5,Female,Electronics,4,300,1200
1509,25-11-2022,20:40:00,67,Female,Electronics,3,300,900
1874,14-05-2022,20:58:00,126,Male,Beauty,1,30,30
788,20-06-2022,18:54:00,90,Female,Beauty,3,300,900
1788,03-05-2022,20:35:00,98,Female,Beauty,3,300,900
378,03-11-2022,18:16:00,81,Male,Beauty,1,300,300
1378,28-04-2022,21:56:00,27,Male,Beauty,1,300,300
480,22-12-2022,22:12:00,126,Female,Beauty,4,500,2000
492,16-12-2023,17:52:00,4,Male,Beauty,4,25,100
737,23-03-2023,21:11:00,26,Female,Clothing,1,50,50
1480,26-11-2023,18:05:00,3,Female,Beauty,4,500,2000
1492,26-08-2023,22:09:00,146,Male,Beauty,4,25,100
1737,14-11-2022,22:32:00,40,Female,Clothing,1,50,50
684,20-06-2023,18:02:00,54,Female,Clothing,2,500,1000
878,26-10-2023,18:53:00,31,Female,Clothing,1,30,30
1684,23-01-2023,21:40:00,43,Female,Clothing,2,500,1000
1878,24-01-2023,22:56:00,97,Female,Clothing,1,30,30
78,17-02-2023,21:08:00,68,Female,Clothing,3,500,1500
260,19-01-2023,21:09:00,107,Male,Beauty,2,30,60
455,21-11-2023,19:15:00,134,Male,Electronics,4,25,100
837,15-01-2023,20:35:00,53,Male,Beauty,3,30,90
1078,04-05-2023,22:20:00,16,Female,Clothing,3,500,1500
1260,19-07-2023,17:26:00,117,Male,Beauty,2,30,60
1455,27-08-2022,21:35:00,32,Male,Electronics,4,25,100
1837,29-03-2023,20:45:00,32,Male,Beauty,3,30,90
45,20-03-2022,18:27:00,121,Female,Electronics,1,30,30
449,03-01-2022,18:28:00,58,Male,Electronics,4,50,200
1045,26-02-2022,17:28:00,110,Female,Electronics,1,30,30
1449,26-04-2022,18:42:00,12,Male,Electronics,4,50,200
904,01-04-2022,20:26:00,43,Male,Clothing,1,500,500
1904,25-11-2022,19:41:00,117,Male,Clothing,1,500,500
59,14-11-2022,18:28:00,61,Male,Clothing,1,50,50
128,21-12-2022,22:22:00,77,Male,Beauty,1,500,500
186,31-03-2022,18:15:00,92,Male,Clothing,4,50,200
802,22-09-2023,18:00:00,57,Female,Beauty,1,30,30
1059,12-07-2022,22:05:00,89,Male,Clothing,1,50,50
1128,04-01-2022,17:35:00,60,Male,Beauty,1,500,500
1186,10-09-2023,18:24:00,5,Male,Clothing,4,50,200
1802,13-07-2022,22:17:00,33,Female,Beauty,1,30,30
75,15-05-2023,20:51:00,110,Male,Beauty,4,50,200
447,18-04-2023,17:57:00,37,Male,Beauty,4,500,2000
528,11-12-2023,21:51:00,102,Female,Clothing,2,30,60
1075,14-09-2022,19:17:00,92,Male,Beauty,4,50,200
1447,30-05-2022,22:21:00,137,Male,Beauty,4,500,2000
1528,06-07-2023,19:44:00,126,Female,Clothing,2,30,60
759,23-05-2023,21:21:00,75,Male,Electronics,2,50,100
870,11-04-2022,19:41:00,16,Female,Electronics,4,30,120
1759,03-11-2022,17:27:00,102,Male,Electronics,2,50,100
1870,09-11-2023,20:38:00,119,Female,Electronics,4,30,120
77,07-04-2022,20:45:00,44,Female,Clothing,2,50,100
381,30-01-2022,19:05:00,63,Female,Clothing,4,25,100
439,06-05-2022,21:46:00,42,Male,Clothing,3,25,75
792,04-01-2023,22:50:00,4,Female,Beauty,1,50,50
1077,16-12-2022,18:45:00,141,Female,Clothing,2,50,100
1381,26-10-2022,17:26:00,48,Female,Clothing,4,25,100
1439,18-11-2023,20:53:00,76,Male,Clothing,3,25,75
1792,26-08-2023,17:37:00,88,Female,Beauty,1,50,50
176,26-05-2023,18:15:00,53,Female,Beauty,2,50,100
216,04-11-2022,17:28:00,141,Male,Electronics,2,50,100
1176,04-01-2023,20:33:00,34,Female,Beauty,2,50,100
1216,01-03-2023,22:53:00,23,Male,Electronics,2,50,100
772,14-04-2023,21:47:00,25,Male,Electronics,1,30,30
1772,03-02-2022,19:06:00,59,Male,Electronics,1,30,30
53,06-01-2022,17:57:00,32,Male,Electronics,2,50,100
1053,10-02-2023,21:13:00,40,Male,Electronics,2,50,100
43,18-03-2023,21:42:00,118,Female,Clothing,1,300,300
71,16-02-2023,19:11:00,32,Female,Beauty,4,25,100
93,25-01-2022,20:52:00,148,Female,Beauty,4,500,2000
302,09-02-2023,17:51:00,26,Male,Beauty,2,300,600
551,21-03-2023,22:45:00,99,Male,Electronics,3,300,900
681,04-08-2023,22:12:00,24,Female,Electronics,2,30,60
722,24-02-2023,18:35:00,25,Male,Beauty,3,300,900
728,02-06-2022,19:35:00,78,Male,Electronics,3,50,150
829,24-03-2022,21:31:00,52,Male,Beauty,3,30,90
955,16-01-2022,17:57:00,16,Male,Clothing,1,25,25
1043,30-11-2023,18:10:00,20,Female,Clothing,1,300,300
1071,21-09-2023,17:38:00,155,Female,Beauty,4,25,100
1093,06-11-2023,17:26:00,87,Female,Beauty,4,500,2000
1302,21-12-2022,17:55:00,20,Male,Beauty,2,300,600
1551,12-11-2023,22:36:00,84,Male,Electronics,3,300,900
1681,09-11-2022,19:32:00,53,Female,Electronics,2,30,60
1722,30-01-2022,20:38:00,22,Male,Beauty,3,300,900
1728,23-05-2023,22:30:00,77,Male,Electronics,3,50,150
1829,30-05-2022,22:37:00,58,Male,Beauty,3,30,90
1955,15-09-2022,21:11:00,134,Male,Clothing,1,25,25
144,26-03-2022,22:18:00,119,Female,Beauty,3,500,1500
474,08-05-2022,17:57:00,145,Female,Clothing,3,500,1500
1144,30-12-2022,21:27:00,148,Female,Beauty,3,500,1500
1474,15-05-2022,20:49:00,84,Female,Clothing,3,500,1500
603,18-04-2022,20:17:00,95,Female,Clothing,3,30,90
661,05-08-2022,22:09:00,10,Female,Clothing,4,25,100
1603,04-12-2023,20:50:00,132,Female,Clothing,3,30,90
1661,07-07-2023,19:18:00,20,Female,Clothing,4,25,100
143,11-02-2023,22:20:00,118,Female,Clothing,1,50,50
515,13-02-2022,20:47:00,71,Female,Clothing,3,300,900
1143,01-05-2023,21:10:00,23,Female,Clothing,1,50,50
1515,04-02-2023,21:49:00,107,Female,Clothing,3,300,900
304,23-03-2023,18:35:00,59,Female,Electronics,2,30,60
676,10-07-2023,22:13:00,80,Male,Electronics,3,500,1500
686,06-01-2022,17:14:00,68,Female,Electronics,4,50,200
698,17-03-2022,20:56:00,116,Female,Electronics,1,300,300
1304,26-09-2022,22:19:00,4,Female,Electronics,2,30,60
1676,21-09-2023,20:22:00,91,Male,Electronics,3,500,1500
1686,10-12-2023,20:41:00,151,Female,Electronics,4,50,200
1698,07-04-2022,21:50:00,146,Female,Electronics,1,300,300
709,22-09-2022,22:32:00,61,Female,Electronics,2,500,1000
1709,13-09-2023,20:22:00,97,Female,Electronics,2,500,1000
114,17-04-2022,20:57:00,92,Female,Beauty,4,25,100
359,15-12-2022,21:49:00,122,Male,Clothing,1,50,50
1114,18-08-2022,22:19:00,100,Female,Beauty,4,25,100
1359,17-05-2022,22:21:00,55,Male,Clothing,1,50,50
773,14-01-2023,19:10:00,3,Male,Electronics,4,500,2000
1773,12-12-2023,18:50:00,80,Male,Electronics,4,500,2000
127,20-05-2023,19:37:00,40,Female,Clothing,2,25,50
213,13-08-2023,20:48:00,113,Male,Beauty,3,500,1500
487,09-04-2023,21:03:00,36,Male,Clothing,4,500,2000
495,24-06-2022,21:06:00,131,Male,Beauty,2,30,60
605,19-10-2023,22:24:00,76,Male,Electronics,2,500,1000
1127,15-03-2022,19:26:00,87,Female,Clothing,2,25,50
1213,21-06-2023,17:23:00,41,Male,Beauty,3,500,1500
1487,01-02-2023,19:01:00,131,Male,Clothing,4,500,2000
1495,14-03-2023,22:37:00,113,Male,Beauty,2,30,60
1605,24-01-2022,19:39:00,2,Male,Electronics,2,500,1000
105,18-06-2023,18:05:00,82,Female,Electronics,1,500,500
299,25-01-2023,20:03:00,76,Male,Electronics,2,500,1000
934,22-11-2022,18:20:00,111,Male,Beauty,1,500,500
1105,12-11-2022,19:09:00,19,Female,Electronics,1,500,500
1299,08-05-2022,18:58:00,11,Male,Electronics,2,500,1000
1934,08-09-2022,17:06:00,69,Male,Beauty,1,500,500
270,17-12-2022,17:46:00,84,Male,Electronics,1,300,300
338,05-02-2022,21:26:00,44,Male,Beauty,2,50,100
543,16-04-2022,20:30:00,121,Male,Beauty,2,300,600
1270,25-08-2022,22:54:00,84,Male,Electronics,1,300,300
1338,25-01-2022,19:55:00,31,Male,Beauty,2,50,100
1543,03-10-2022,22:40:00,73,Male,Beauty,2,300,600
557,27-09-2023,20:01:00,155,Female,Beauty,3,30,90
702,03-03-2023,17:18:00,66,Female,Clothing,2,300,600
864,31-07-2023,22:16:00,139,Female,Electronics,1,500,500
1557,04-08-2022,17:01:00,14,Female,Beauty,3,30,90
1702,31-07-2023,21:54:00,102,Female,Clothing,2,300,600
1864,30-04-2023,21:00:00,112,Female,Electronics,1,500,500
254,14-12-2022,22:45:00,104,Male,Electronics,1,500,500
295,01-02-2022,20:23:00,80,Female,Beauty,3,300,900
457,28-11-2022,22:49:00,38,Female,Beauty,3,300,900
668,17-06-2022,20:33:00,135,Female,Electronics,3,50,150
850,14-09-2023,19:01:00,58,Female,Beauty,2,500,1000
1254,12-04-2023,18:24:00,86,Male,Electronics,1,500,500
1295,04-11-2023,19:28:00,86,Female,Beauty,3,300,900
1457,25-03-2023,21:31:00,140,Female,Beauty,3,300,900
1668,13-03-2023,21:40:00,132,Female,Electronics,3,50,150
1850,16-02-2022,20:44:00,154,Female,Beauty,2,500,1000
541,25-12-2022,18:37:00,39,Male,Beauty,1,500,500
980,14-10-2022,19:51:00,147,Female,Electronics,3,25,75
1541,02-10-2023,22:17:00,57,Male,Beauty,1,500,500
1980,23-08-2023,20:30:00,112,Female,Electronics,3,25,75
262,15-09-2023,20:33:00,30,Female,Beauty,4,30,120
467,24-01-2022,22:39:00,151,Female,Electronics,3,50,150
1262,13-08-2022,20:33:00,127,Female,Beauty,4,30,120
1467,13-08-2023,19:31:00,89,Female,Electronics,3,50,150
463,29-01-2023,20:22:00,55,Female,Beauty,3,500,1500
1463,29-07-2022,19:45:00,98,Female,Beauty,3,500,1500
598,23-06-2022,17:02:00,7,Male,Beauty,4,30,120
667,01-12-2022,18:46:00,22,Female,Electronics,1,500,500
672,17-02-2022,19:44:00,1,Female,Beauty,2,50,100
1598,15-01-2023,19:17:00,126,Male,Beauty,4,30,120
1667,04-07-2022,19:09:00,40,Female,Electronics,1,500,500
1672,28-03-2023,22:34:00,87,Female,Beauty,2,50,100
949,20-06-2023,20:28:00,21,Female,Electronics,2,25,50
1949,11-11-2022,20:24:00,105,Female,Electronics,2,25,50
27,14-12-2023,19:44:00,39,Female,Beauty,2,25,50
347,26-03-2022,19:31:00,26,Male,Electronics,1,25,25
687,27-06-2022,17:14:00,86,Female,Electronics,1,300,300
1027,30-04-2022,21:00:00,131,Female,Beauty,2,25,50
1347,21-11-2023,21:55:00,7,Male,Electronics,1,25,25
1687,17-02-2023,22:27:00,102,Female,Electronics,1,300,300
549,03-11-2022,19:39:00,114,Female,Beauty,2,50,100
675,19-07-2023,18:10:00,26,Female,Clothing,2,30,60
730,20-02-2022,19:38:00,131,Female,Clothing,2,25,50
798,20-01-2023,21:19:00,73,Male,Clothing,1,50,50
1549,15-11-2023,19:25:00,109,Female,Beauty,2,50,100
1675,17-05-2022,19:55:00,152,Female,Clothing,2,30,60
1730,14-08-2023,19:17:00,116,Female,Clothing,2,25,50
1798,18-07-2023,20:26:00,96,Male,Clothing,1,50,50
13,08-02-2023,17:43:00,106,Male,Electronics,3,500,1500
35,29-10-2022,17:30:00,122,Female,Beauty,3,300,900
140,07-07-2022,20:20:00,61,Male,Electronics,1,30,30
206,02-09-2022,18:18:00,31,Male,Clothing,1,25,25
261,06-02-2022,17:48:00,16,Male,Clothing,2,25,50
279,10-08-2023,17:29:00,38,Male,Clothing,1,500,500
308,31-03-2022,19:12:00,130,Female,Beauty,4,300,1200
418,01-04-2022,18:05:00,95,Female,Electronics,2,500,1000
1013,16-07-2022,19:38:00,111,Male,Electronics,3,500,1500
1035,26-04-2023,21:56:00,52,Female,Beauty,3,300,900
1140,22-05-2022,19:26:00,154,Male,Electronics,1,30,30
1206,14-05-2023,19:45:00,68,Male,Clothing,1,25,25
1261,27-09-2022,21:19:00,116,Male,Clothing,2,25,50
1279,21-04-2022,22:55:00,116,Male,Clothing,1,500,500
1308,19-06-2023,22:39:00,91,Female,Beauty,4,300,1200
1418,17-09-2022,18:19:00,68,Female,Electronics,2,500,1000
612,23-02-2022,19:06:00,77,Female,Electronics,1,500,500
875,30-11-2023,21:47:00,134,Female,Electronics,4,500,2000
1612,18-12-2022,21:14:00,140,Female,Electronics,1,500,500
1875,03-06-2022,22:42:00,141,Female,Electronics,4,500,2000
430,23-05-2023,18:36:00,100,Female,Electronics,3,300,900
633,06-07-2023,22:20:00,35,Male,Beauty,4,30,120
1430,31-10-2023,18:25:00,22,Female,Electronics,3,300,900
1633,31-12-2022,18:18:00,152,Male,Beauty,4,30,120
125,28-09-2022,18:48:00,137,Male,Clothing,2,50,100
716,13-08-2023,19:51:00,137,Female,Clothing,4,300,1200
790,13-04-2023,20:47:00,29,Male,Clothing,1,25,25
960,29-03-2023,19:01:00,134,Male,Clothing,2,30,60
1125,12-11-2023,17:51:00,79,Male,Clothing,2,50,100
1716,12-02-2022,19:16:00,39,Female,Clothing,4,300,1200
1790,14-05-2023,20:52:00,147,Male,Clothing,1,25,25
1960,29-06-2022,22:04:00,67,Male,Clothing,2,30,60
259,11-03-2023,20:26:00,93,Female,Clothing,4,50,200
443,19-09-2023,20:25:00,98,Male,Clothing,2,300,600
529,29-11-2022,17:43:00,46,Female,Clothing,3,50,150
563,21-12-2022,18:40:00,150,Male,Clothing,2,30,60
1259,03-11-2022,17:31:00,105,Female,Clothing,4,50,200
1443,18-06-2022,19:37:00,81,Male,Clothing,2,300,600
1529,17-09-2022,22:38:00,105,Female,Clothing,3,50,150
1563,13-10-2022,17:44:00,22,Male,Clothing,2,30,60
801,01-12-2022,17:14:00,153,Male,Clothing,4,50,200
1801,10-07-2022,22:01:00,148,Male,Clothing,4,50,200
160,20-07-2022,17:08:00,127,Female,Clothing,2,50,100
508,05-07-2023,22:52:00,32,Male,Beauty,2,300,600
807,26-01-2023,19:49:00,91,Female,Electronics,4,50,200
1160,20-08-2023,19:20:00,105,Female,Clothing,2,50,100
1508,08-04-2022,20:32:00,90,Male,Beauty,2,300,600
1807,04-08-2022,22:15:00,19,Female,Electronics,4,50,200
511,23-12-2023,18:19:00,146,Male,Beauty,2,50,100
521,28-10-2023,19:56:00,133,Female,Clothing,4,30,120
695,03-04-2022,22:12:00,52,Female,Electronics,3,50,150
816,27-09-2023,19:29:00,133,Male,Beauty,2,500,1000
1511,09-04-2022,21:36:00,45,Male,Beauty,2,50,100
1521,23-07-2023,19:08:00,30,Female,Clothing,4,30,120
1695,21-09-2023,20:51:00,85,Female,Electronics,3,50,150
1816,17-06-2022,22:30:00,52,Male,Beauty,2,500,1000
217,02-05-2022,17:01:00,17,Female,Electronics,4,50,200
384,10-04-2022,19:53:00,127,Male,Clothing,1,500,500
1217,16-10-2023,19:28:00,70,Female,Electronics,4,50,200
1384,17-12-2023,20:23:00,106,Male,Clothing,1,500,500
648,23-02-2023,18:13:00,41,Male,Beauty,4,300,1200
926,06-10-2023,22:53:00,53,Male,Electronics,1,30,30
1648,10-07-2023,17:18:00,16,Male,Beauty,4,300,1200
1926,07-08-2023,20:22:00,74,Male,Electronics,1,30,30
285,01-12-2023,18:14:00,107,Female,Electronics,1,25,25
427,16-11-2023,21:26:00,120,Male,Electronics,1,25,25
569,29-04-2022,20:49:00,132,Male,Electronics,4,50,200
570,09-06-2022,22:53:00,91,Male,Clothing,1,500,500
630,21-03-2023,17:29:00,94,Male,Clothing,2,50,100
957,19-06-2023,19:00:00,105,Female,Electronics,4,30,120
1285,01-06-2023,21:55:00,130,Female,Electronics,1,25,25
1427,15-07-2023,18:36:00,92,Male,Electronics,1,25,25
1569,30-11-2023,21:07:00,35,Male,Electronics,4,50,200
1570,15-06-2023,22:32:00,109,Male,Clothing,1,500,500
1630,22-05-2022,17:22:00,95,Male,Clothing,2,50,100
1957,25-10-2022,19:00:00,75,Female,Electronics,4,30,120
635,04-12-2022,21:03:00,89,Female,Electronics,3,300,900
1635,17-04-2023,18:08:00,36,Female,Electronics,3,300,900
29,08-03-2022,20:10:00,31,Female,Electronics,1,30,30
277,03-07-2023,22:10:00,139,Male,Clothing,4,25,100
859,20-09-2022,21:52:00,46,Female,Electronics,3,500,1500
1029,18-07-2023,19:23:00,117,Female,Electronics,1,30,30
1277,17-10-2023,21:20:00,80,Male,Clothing,4,25,100
1859,14-09-2022,20:58:00,32,Female,Electronics,3,500,1500
638,10-01-2023,19:52:00,154,Male,Electronics,1,500,500
823,03-12-2023,17:42:00,66,Female,Electronics,2,50,100
956,24-04-2023,21:50:00,140,Male,Clothing,3,500,1500
981,05-02-2022,21:08:00,5,Female,Electronics,2,30,60
1638,13-08-2022,18:26:00,37,Male,Electronics,1,500,500
1823,08-11-2022,22:28:00,58,Female,Electronics,2,50,100
1956,01-06-2023,20:40:00,62,Male,Clothing,3,500,1500
1981,05-06-2022,22:50:00,19,Female,Electronics,2,30,60
219,16-09-2023,22:34:00,79,Female,Electronics,3,30,90
1219,02-11-2022,21:47:00,149,Female,Electronics,3,30,90
73,14-01-2022,21:47:00,42,Male,Electronics,3,30,90
162,11-04-2023,19:37:00,118,Male,Clothing,2,30,60
306,04-01-2022,22:05:00,148,Male,Electronics,1,50,50
725,21-09-2023,20:32:00,2,Male,Electronics,1,300,300
880,26-09-2023,20:13:00,63,Male,Beauty,2,500,1000
992,15-10-2023,19:34:00,134,Female,Electronics,2,30,60
1073,21-02-2022,18:16:00,82,Male,Electronics,3,30,90
1162,13-07-2022,17:08:00,101,Male,Clothing,2,30,60
1306,11-11-2023,20:57:00,122,Male,Electronics,1,50,50
1725,16-05-2022,21:02:00,109,Male,Electronics,1,300,300
1880,14-06-2023,20:03:00,37,Male,Beauty,2,500,1000
1992,19-05-2023,21:35:00,70,Female,Electronics,2,30,60
597,01-11-2022,19:29:00,84,Male,Beauty,4,300,1200
622,16-10-2022,22:00:00,155,Female,Beauty,3,25,75
1597,28-08-2023,18:21:00,32,Male,Beauty,4,300,1200
1622,22-04-2023,21:28:00,54,Female,Beauty,3,25,75
116,22-06-2023,20:04:00,58,Female,Clothing,1,30,30
364,07-06-2022,19:06:00,98,Female,Beauty,1,500,500
368,31-01-2023,21:11:00,90,Female,Clothing,4,300,1200
1116,15-08-2022,22:26:00,145,Female,Clothing,1,30,30
1364,23-09-2023,17:04:00,72,Female,Beauty,1,500,500
1368,08-03-2022,21:29:00,145,Female,Clothing,4,300,1200
50,29-03-2022,18:51:00,71,Female,Beauty,3,25,75
479,03-11-2022,21:35:00,90,Male,Electronics,4,300,1200
804,11-12-2023,17:12:00,99,Male,Electronics,1,30,30
1050,10-12-2022,20:15:00,24,Female,Beauty,3,25,75
1479,31-05-2022,22:24:00,108,Male,Electronics,4,300,1200
1804,10-01-2023,22:46:00,74,Male,Electronics,1,30,30
92,21-03-2022,19:41:00,10,Female,Electronics,4,30,120
282,05-10-2023,17:39:00,10,Female,Electronics,4,50,200
718,02-11-2023,20:25:00,154,Female,Beauty,3,25,75
1092,03-05-2022,20:15:00,58,Female,Electronics,4,30,120
1282,20-02-2023,20:05:00,23,Female,Electronics,4,50,200
1718,25-10-2023,19:03:00,20,Female,Beauty,3,25,75
617,06-08-2022,19:12:00,30,Male,Electronics,1,30,30
624,05-02-2022,19:08:00,48,Female,Beauty,3,300,900
825,08-01-2022,17:27:00,51,Female,Beauty,1,25,25
1617,01-05-2022,17:09:00,77,Male,Electronics,1,30,30
1624,18-11-2022,20:48:00,121,Female,Beauty,3,300,900
1825,30-08-2023,18:34:00,105,Female,Beauty,1,25,25
568,11-08-2023,20:03:00,32,Female,Electronics,1,300,300
671,23-09-2023,19:51:00,2,Male,Electronics,3,50,150
756,17-07-2023,20:33:00,4,Female,Electronics,4,300,1200
815,05-04-2023,21:15:00,139,Female,Clothing,3,25,75
1568,09-10-2022,22:34:00,51,Female,Electronics,1,300,300
1671,28-02-2023,20:55:00,47,Male,Electronics,3,50,150
1756,12-05-2022,22:16:00,119,Female,Electronics,4,300,1200
1815,24-05-2023,22:19:00,6,Female,Clothing,3,25,75
146,10-11-2022,22:01:00,74,Male,Clothing,4,50,200
263,04-05-2022,21:48:00,133,Male,Beauty,2,30,60
704,11-09-2023,22:40:00,141,Female,Clothing,3,30,90
1146,09-10-2023,21:11:00,52,Male,Clothing,4,50,200
1263,07-09-2022,20:49:00,47,Male,Beauty,2,30,60
1704,16-09-2022,20:07:00,155,Female,Clothing,3,30,90
